#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,472,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-03T19:14:34.391508485Z,0.09,up_mb,anomaly_ml,142.251.38.150,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,473,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:53:01.089380768Z,116,connections,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,473,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T15:50:00.657947852Z,202,connections,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,474,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:53:01.089380768Z,discord-attachments-uploads-prd.storage.googleapis.com,domain,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,474,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T15:50:00.657947852Z,storage.googleapis.com,domain,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,475,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:53:01.089380768Z,9.85,down_mb,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,475,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T15:50:00.657947852Z,19.16,down_mb,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,476,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:53:01.089380768Z,0.20689655172413793,fail_ratio,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,476,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T15:50:00.657947852Z,0.17326732673267325,fail_ratio,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,477,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:53:01.089380768Z,22,global_ips,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,477,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T15:50:00.657947852Z,67,global_ips,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,478,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:53:01.089380768Z,8,global_ports,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,478,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T15:50:00.657947852Z,20,global_ports,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,479,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:53:01.089380768Z,UDP/443,service,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,479,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T15:50:00.657947852Z,UDP/443,service,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,480,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T19:53:01.089380768Z,19.62,up_mb,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,480,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T15:50:00.657947852Z,0.85,up_mb,anomaly_ml,142.251.38.155,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,481,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:29:33.757517129Z,Zadna,domain,anomaly_ml,15.129.10.169,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,482,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:29:33.757517129Z,9.65,down_mb,anomaly_ml,15.129.10.169,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,483,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:29:33.757517129Z,UDP/30003,service,anomaly_ml,15.129.10.169,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,484,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:29:33.757517129Z,15.17,total_mb,anomaly_ml,15.129.10.169,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,485,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:29:33.757517129Z,5.52,up_mb,anomaly_ml,15.129.10.169,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,486,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T20:42:40.123057792Z,Zadna,domain,anomaly_ml,15.129.10.21,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T20:42:40.123057792Z,8.3,down_mb,anomaly_ml,15.129.10.21,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T20:42:40.123057792Z,UDP/30000,service,anomaly_ml,15.129.10.21,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T20:42:40.123057792Z,4,severity,anomaly_ml,15.129.10.21,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,490,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T20:42:40.123057792Z,13.02,total_mb,anomaly_ml,15.129.10.21,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T20:42:40.123057792Z,4.72,up_mb,anomaly_ml,15.129.10.21,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T22:36:57.941290735Z,Zadna,domain,anomaly_ml,15.129.13.158,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,493,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T22:36:57.941290735Z,11.14,down_mb,anomaly_ml,15.129.13.158,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,494,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T22:36:57.941290735Z,UDP/30001,service,anomaly_ml,15.129.13.158,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,495,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T22:36:57.941290735Z,18.05,total_mb,anomaly_ml,15.129.13.158,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,496,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T22:36:57.941290735Z,6.91,up_mb,anomaly_ml,15.129.13.158,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,497,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T23:28:44.783717946Z,Zadna,domain,anomaly_ml,15.129.13.99,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,498,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T23:28:44.783717946Z,7.04,down_mb,anomaly_ml,15.129.13.99,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,499,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T23:28:44.783717946Z,UDP/30001,service,anomaly_ml,15.129.13.99,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,500,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T23:28:44.783717946Z,4,severity,anomaly_ml,15.129.13.99,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,501,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T23:28:44.783717946Z,10.17,total_mb,anomaly_ml,15.129.13.99,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,502,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T23:28:44.783717946Z,3.13,up_mb,anomaly_ml,15.129.13.99,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,503,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:05:32.759622161Z,Zadna,domain,anomaly_ml,15.129.8.6,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,504,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:05:32.759622161Z,10.51,down_mb,anomaly_ml,15.129.8.6,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,505,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:05:32.759622161Z,UDP/30001,service,anomaly_ml,15.129.8.6,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,506,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:05:32.759622161Z,17.47,total_mb,anomaly_ml,15.129.8.6,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,507,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T22:05:32.759622161Z,6.96,up_mb,anomaly_ml,15.129.8.6,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,508,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T19:44:18.978145965Z,cmp1-fra2.steamserver.net,domain,anomaly_ml,155.133.229.4,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,509,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T19:44:18.978145965Z,2.55,down_mb,anomaly_ml,155.133.229.4,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,510,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T19:44:18.978145965Z,TCP/443,service,anomaly_ml,155.133.229.4,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,511,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-04T19:44:18.978145965Z,4,severity,anomaly_ml,155.133.229.4,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
